"","student_id","hours_studied","attendance","parental_involvement","access_to_resources","sleep_hours","previous_scores","internet_access","family_income","teacher_quality","school_type","gender","exam_score"
"347",347,11,76,"Medium","Medium",7,71,"No","Medium","Low","Public","Male",62
"348",348,12,63,"Medium","High",5,69,"Yes","Medium","High","Public","Female",60
"349",349,16,64,"Low","Medium",9,58,"Yes","Medium","Medium","Public","Female",61
"350",350,19,84,"Low","Medium",8,90,"Yes","Low","Medium","Private","Male",67
"351",351,22,84,"High","Medium",8,69,"No","Medium","High","Private","Male",70
"352",352,29,77,"Low","High",6,85,"Yes","Medium","Medium","Public","Male",69
"353",353,25,77,"Medium","Low",8,65,"No","Medium","Medium","Public","Female",66
"354",354,19,62,"Medium","Medium",5,90,"Yes","Low","High","Public","Male",64
"355",355,20,81,"High","Medium",4,55,"Yes","High","Medium","Private","Male",68
"356",356,14,80,"High","Medium",5,81,"Yes","Low","Medium","Public","Female",67
"357",357,20,66,"Medium","Medium",6,90,"Yes","Medium","Medium","Public","Female",64
"358",358,18,64,"Medium","Medium",6,83,"Yes","Low","Medium","Public","Male",65
"359",359,22,65,"Low","High",6,85,"Yes","High","Medium","Public","Female",66
"360",360,15,64,"Medium","Medium",6,76,"Yes","Medium","Medium","Private","Female",63
"361",361,23,84,"High","Medium",6,78,"Yes","Low","Low","Public","Female",68
"362",362,29,68,"Medium","High",4,53,"Yes","Medium","Medium","Private","Male",66
"363",363,19,70,"Medium","Medium",7,63,"No","Low","Low","Public","Male",63
"364",364,22,67,"Low","Medium",7,86,"Yes","Low","Medium","Public","Female",63
"365",365,24,98,"High","Medium",6,97,"Yes","Medium","Medium","Public","Male",74
"366",366,18,94,"Medium","High",9,77,"Yes","Medium","High","Public","Male",70
"367",367,21,69,"High","High",7,86,"Yes","Low","Medium","Private","Male",68
"368",368,20,73,"Medium","Medium",7,84,"Yes","Medium","Medium","Public","Female",66
"369",369,21,68,"Medium","Low",8,100,"Yes","Medium","Medium","Public","Male",63
"370",370,15,80,"Low","High",5,90,"Yes","Low","Medium","Public","Female",67
"371",371,20,61,"Medium","Medium",7,81,"Yes","Medium","Low","Public","Male",62
"372",372,23,87,"High","High",8,56,"Yes","Medium","High","Public","Male",71
"373",373,29,81,"High","Medium",7,68,"Yes","Medium","Medium","Public","Male",72
"374",374,26,96,"Medium","Medium",5,63,"No","High","Medium","Private","Male",72
"375",375,33,67,"Medium","Medium",6,93,"Yes","Low","High","Public","Female",68
"376",376,15,92,"Medium","Low",7,72,"Yes","Medium","Medium","Public","Female",66
"377",377,25,92,"Medium","Medium",4,77,"Yes","Low","Medium","Public","Male",70
"378",378,21,65,"Medium","Low",5,98,"No","Low","Medium","Private","Male",66
"379",379,33,76,"Medium","Medium",10,92,"Yes","High","Medium","Private","Female",72
"380",380,15,67,"High","Medium",8,89,"Yes","High","High","Public","Female",64
"381",381,15,70,"High","Medium",9,57,"Yes","Medium","Medium","Private","Female",63
"382",382,16,71,"Medium","Medium",8,51,"Yes","Low","Medium","Public","Female",61
"383",383,7,82,"High","High",8,56,"Yes","Low","Medium","Private","Male",62
"384",384,17,76,"Medium","High",7,87,"Yes","Medium","High","Public","Female",68
"385",385,15,98,"Low","Medium",8,71,"Yes","Medium","Medium","Public","Male",68
"386",386,21,65,"Low","Medium",9,56,"Yes","Medium","Medium","Public","Male",63
"387",387,22,99,"Medium","Low",8,87,"Yes","Medium","Medium","Private","Female",70
"388",388,31,69,"High","Low",7,60,"Yes","Low","Medium","Public","Female",68
"389",389,26,91,"High","Medium",7,79,"Yes","Low","Medium","Private","Female",72
"390",390,17,74,"Medium","Medium",8,87,"Yes","Low","Low","Public","Male",67
"391",391,15,66,"Low","High",6,80,"No","Low","Medium","Private","Male",61
"392",392,23,94,"Low","Medium",8,100,"No","Low","Medium","Public","Male",69
"393",393,12,72,"Medium","Low",6,72,"Yes","Low","High","Private","Female",61
"394",394,31,86,"High","High",6,66,"Yes","Medium","Medium","Public","Male",75
"395",395,27,83,"High","Low",5,60,"Yes","High","Low","Public","Female",68
"396",396,17,79,"Medium","Low",6,75,"Yes","Medium","High","Public","Male",65
"397",397,10,80,"High","Medium",6,93,"Yes","Medium","","Public","Female",67
"398",398,28,89,"Medium","High",10,97,"Yes","Medium","Low","Public","Female",75
"399",399,19,64,"Low","Medium",6,99,"Yes","Medium","Medium","Public","Male",64
"400",400,27,87,"Medium","Medium",8,77,"Yes","Low","High","Public","Male",70
"401",401,10,96,"High","High",6,80,"No","Medium","Medium","Public","Female",67
"402",402,16,62,"Medium","Medium",7,79,"Yes","Medium","Medium","Public","Male",63
"403",403,20,66,"High","High",7,73,"Yes","Medium","Medium","Public","Female",65
"404",404,20,89,"Medium","Medium",4,58,"Yes","Medium","Medium","Public","Female",67
"405",405,17,77,"Low","High",5,53,"Yes","High","Medium","Public","Male",86
"406",406,24,76,"Low","High",6,72,"Yes","Medium","High","Public","Female",67
"407",407,14,65,"High","Medium",5,59,"Yes","High","Medium","Public","Male",63
"408",408,19,80,"Medium","Medium",7,94,"Yes","Medium","Low","Public","Female",66
"409",409,21,65,"High","High",7,88,"Yes","Low","Medium","Private","Male",65
"410",410,23,79,"Medium","Medium",5,81,"Yes","Medium","Medium","Private","Female",67
"411",411,24,91,"Medium","Medium",7,52,"Yes","High","High","Public","Male",69
"412",412,13,70,"High","High",6,81,"Yes","Medium","Low","Public","Male",66
"413",413,11,79,"Medium","Medium",7,81,"Yes","High","Medium","Public","Male",64
"414",414,28,100,"High","Low",6,72,"Yes","Low","Medium","Public","Female",73
"415",415,22,87,"Low","Medium",8,83,"Yes","Low","Medium","Public","Male",66
"416",416,16,94,"Medium","Medium",9,93,"Yes","Low","Medium","Public","Female",68
"417",417,29,77,"High","Low",8,88,"Yes","Medium","High","Public","Male",70
"418",418,21,91,"High","Medium",9,74,"Yes","Low","Low","Private","Female",69
"419",419,27,62,"Medium","High",5,63,"Yes","High","Medium","Public","Female",67
"420",420,20,65,"Medium","Low",6,74,"Yes","Medium","Medium","Private","Male",62
"421",421,32,68,"Medium","Low",8,97,"Yes","Low","Medium","Public","Male",68
"422",422,31,76,"Medium","High",9,91,"Yes","Low","Medium","Private","Male",72
"423",423,19,94,"Low","Medium",8,51,"Yes","Medium","Low","Private","Male",69
"424",424,26,74,"Low","Low",5,89,"Yes","High","High","Private","Male",66
"425",425,24,86,"High","High",6,59,"Yes","Low","Medium","Public","Female",70
"426",426,28,88,"High","Medium",8,79,"Yes","Medium","Medium","Public","Male",71
"427",427,14,83,"Medium","Medium",7,90,"Yes","Low","Low","Public","Female",65
"428",428,24,74,"High","Medium",6,78,"Yes","Low","High","Public","Female",70
"429",429,26,83,"Low","Low",7,70,"No","Medium","High","Public","Male",65
"430",430,9,74,"Medium","High",7,66,"Yes","High","High","Private","Female",62
"431",431,13,63,"High","Medium",5,65,"Yes","High","Medium","Private","Male",62
"432",432,8,100,"High","Medium",8,92,"Yes","Medium","High","Public","Female",70
"433",433,18,65,"Medium","High",6,91,"No","Low","Medium","Private","Male",66
"434",434,24,63,"High","Low",7,91,"Yes","Low","Medium","Private","Female",67
"435",435,29,95,"Medium","Low",9,64,"Yes","Medium","High","Public","Female",72
"436",436,20,72,"High","Low",7,90,"Yes","Low","High","Private","Female",66
"437",437,30,86,"Medium","Low",8,52,"Yes","Medium","Medium","Public","Female",68
"438",438,12,73,"High","Medium",5,60,"Yes","Low","Medium","Public","Male",62
"439",439,10,76,"Low","Medium",8,76,"Yes","High","High","Private","Male",64
"440",440,20,70,"Medium","Medium",8,70,"Yes","Low","Medium","Public","Female",65
"441",441,22,74,"Medium","Low",6,56,"Yes","Medium","High","Public","Male",66
"442",442,20,76,"Medium","Low",7,52,"Yes","Low","High","Private","Female",64
"443",443,8,89,"Medium","High",7,81,"Yes","Low","Medium","Public","Male",67
"444",444,19,80,"High","Medium",7,66,"Yes","Medium","Medium","Public","Female",69
"445",445,12,98,"High","Medium",8,51,"Yes","Medium","Low","Public","Male",68
"446",446,24,62,"Medium","Medium",6,72,"Yes","Low","Low","Public","Male",64
"447",447,22,80,"High","Medium",7,65,"Yes","High","Medium","Private","Female",68
"448",448,14,83,"Low","Low",9,79,"Yes","Medium","Low","Public","Male",64
"449",449,17,97,"Medium","High",9,96,"Yes","High","Medium","Public","Male",71
"450",450,14,62,"High","High",8,65,"Yes","Low","Medium","Public","Male",61
"451",451,20,83,"Low","Medium",7,100,"Yes","Low","Medium","Public","Male",68
"452",452,26,94,"High","Medium",10,54,"Yes","High","Medium","Public","Male",73
"453",453,14,70,"High","Medium",9,54,"No","Medium","Medium","Public","Male",64
"454",454,23,95,"Medium","Medium",7,86,"Yes","Low","Medium","Public","Male",72
"455",455,17,61,"Medium","Medium",7,87,"Yes","Medium","Medium","Public","Male",65
"456",456,15,89,"Medium","Medium",6,71,"Yes","Medium","High","Public","Female",68
"457",457,19,97,"High","Low",8,64,"Yes","Low","High","Public","Male",71
"458",458,14,86,"Medium","Low",8,90,"No","Medium","","Public","Male",65
"459",459,17,78,"Medium","Medium",8,98,"Yes","Medium","Medium","Private","Male",66
"460",460,13,62,"Low","High",7,99,"Yes","Medium","Low","Public","Female",63
"461",461,32,97,"Medium","High",5,82,"Yes","Medium","Medium","Public","Male",74
"462",462,20,79,"High","Low",7,87,"No","Medium","High","Private","Female",66
"463",463,16,61,"Medium","Low",8,91,"Yes","Medium","High","Public","Male",63
"464",464,21,88,"High","Medium",6,90,"Yes","High","Medium","Private","Male",72
"465",465,19,79,"Medium","High",7,100,"Yes","High","High","Public","Female",69
"466",466,19,65,"Medium","High",9,91,"Yes","Medium","High","Public","Male",67
"467",467,24,69,"Low","High",5,83,"Yes","Low","Medium","Private","Male",66
"468",468,25,63,"High","Medium",7,69,"Yes","Low","High","Private","Female",64
"469",469,17,83,"Low","Medium",9,80,"Yes","Medium","High","Public","Female",67
"470",470,17,85,"Medium","Low",7,94,"Yes","Low","Medium","Public","Female",69
"471",471,18,80,"Medium","Low",6,65,"Yes","Low","High","Public","Female",65
"472",472,6,93,"Medium","Medium",7,52,"Yes","Medium","Medium","Public","Female",64
"473",473,11,94,"Medium","Low",8,66,"No","High","Low","Public","Female",65
"474",474,28,85,"Medium","High",7,98,"Yes","Low","High","Private","Male",72
"475",475,30,61,"Low","High",8,90,"Yes","Low","High","Public","Female",66
"476",476,19,88,"Medium","Low",7,59,"Yes","Low","Medium","Public","Female",66
"477",477,23,77,"High","High",7,51,"Yes","Low","Low","Private","Male",67
"478",478,22,83,"Medium","Medium",8,83,"Yes","High","Medium","Private","Male",69
"479",479,38,86,"Low","High",7,79,"Yes","Low","Medium","Public","Male",73
"480",480,27,74,"Medium","High",6,54,"Yes","Medium","Medium","Public","Female",69
"481",481,19,97,"Medium","Low",8,98,"Yes","Low","Medium","Private","Male",68
"482",482,14,65,"Low","Medium",7,81,"Yes","Low","Medium","Public","Female",61
"483",483,10,87,"Medium","Low",6,83,"No","Low","Medium","Public","Male",63
"484",484,21,60,"Medium","High",8,93,"Yes","Low","Medium","Public","Female",63
"485",485,15,97,"Low","Medium",9,67,"Yes","Low","High","Public","Male",68
"486",486,11,65,"Medium","High",7,78,"Yes","Low","Medium","Public","Female",63
"487",487,16,64,"High","Medium",7,79,"Yes","Medium","Medium","Private","Female",66
"488",488,14,73,"High","Medium",5,98,"Yes","Low","Medium","Public","Female",65
"489",489,30,75,"High","High",7,57,"Yes","Low","Medium","Public","Female",68
"490",490,25,69,"Medium","Medium",7,88,"Yes","Low","Medium","Public","Female",66
"491",491,20,83,"Low","Low",7,79,"No","Medium","Medium","Public","Male",66
"492",492,29,78,"High","Medium",6,92,"Yes","Low","Medium","Private","Male",70
"493",493,20,61,"Low","Low",8,92,"Yes","Medium","Medium","Public","Female",61
"494",494,15,73,"Medium","Low",7,51,"Yes","Low","High","Private","Male",61
"495",495,29,92,"Medium","Medium",10,63,"Yes","Low","High","Private","Male",71
"496",496,23,88,"Low","Medium",7,59,"Yes","Medium","Medium","Public","Male",67
"497",497,14,89,"High","High",4,73,"Yes","Medium","High","Public","Male",70
"498",498,19,88,"High","Medium",5,95,"Yes","Low","Medium","Private","Male",69
"499",499,15,72,"High","High",8,50,"Yes","Medium","Medium","Public","Female",65
"500",500,12,64,"High","Low",6,74,"Yes","Medium","Medium","Public","Male",61
"501",501,26,71,"Medium","Low",6,94,"Yes","Low","Medium","Public","Male",68
"502",502,31,93,"High","Low",5,96,"Yes","Low","Medium","Public","Male",74
"503",503,12,99,"Medium","Medium",6,83,"Yes","Medium","Medium","Public","Female",67
"504",504,23,80,"Medium","Medium",7,91,"Yes","High","Medium","Public","Female",70
"505",505,16,60,"Low","Medium",8,66,"Yes","High","High","Private","Female",59
"506",506,17,66,"High","High",5,64,"Yes","Medium","High","Private","Male",64
"507",507,16,73,"High","Medium",8,52,"Yes","Medium","High","Public","Female",66
"508",508,15,83,"Low","Low",5,75,"Yes","Medium","Medium","Public","Female",63
"509",509,20,63,"Low","Low",8,73,"Yes","High","Medium","Public","Female",61
"510",510,15,98,"Low","High",8,69,"Yes","Low","Medium","Public","Female",68
"511",511,22,75,"Medium","Medium",6,56,"Yes","Medium","Medium","Private","Male",65
"512",512,20,97,"Medium","High",5,62,"Yes","Medium","Medium","Private","Male",69
"513",513,19,91,"High","Low",8,60,"Yes","Low","Medium","Private","Male",68
"514",514,15,90,"Medium","Low",6,97,"Yes","High","High","Public","Male",69
"515",515,17,84,"Medium","Low",7,98,"Yes","Low","High","Public","Female",67
"516",516,25,85,"High","High",8,50,"Yes","High","Medium","Public","Female",70
"517",517,23,86,"Medium","Medium",8,59,"Yes","Low","Medium","Public","Female",68
"518",518,14,85,"Medium","Medium",6,94,"Yes","High","Medium","Public","Male",67
"519",519,21,82,"High","Medium",7,52,"Yes","Low","Medium","Public","Male",67
"520",520,25,99,"High","Medium",6,97,"Yes","Medium","Medium","Public","Male",75
"521",521,10,89,"Low","Low",8,69,"Yes","Low","Medium","Public","Male",63
"522",522,23,91,"Low","Medium",9,77,"Yes","Low","Medium","Public","Male",70
"523",523,16,95,"Medium","Low",6,88,"Yes","High","High","Public","Female",70
"524",524,23,69,"Medium","High",7,62,"Yes","Medium","Medium","Public","Male",64
"525",525,15,63,"Medium","Low",8,55,"Yes","Medium","Low","Public","Female",59
"526",526,9,79,"Medium","Low",7,90,"Yes","High","Low","Public","Male",63
"527",527,10,81,"High","Medium",8,99,"No","Medium","Medium","Public","Female",67
"528",528,20,93,"Low","High",7,83,"Yes","Medium","Medium","Private","Male",68
"529",529,22,78,"Medium","Medium",5,91,"Yes","Medium","High","Private","Male",68
"530",530,15,83,"Medium","Medium",7,97,"Yes","Low","High","Private","Female",97
"531",531,24,81,"Medium","Low",9,61,"Yes","Low","Low","Public","Female",66
"532",532,10,62,"Medium","Low",7,68,"Yes","Medium","Medium","Public","Male",61
"533",533,20,85,"High","Medium",9,61,"Yes","High","Medium","Public","Male",70
"534",534,13,93,"Low","Low",4,53,"Yes","Medium","Low","Public","Male",65
"535",535,16,66,"Low","Medium",8,87,"Yes","Medium","Medium","Public","Female",64
"536",536,20,84,"Medium","High",6,57,"Yes","Medium","Medium","Public","Female",69
"537",537,15,84,"Medium","High",6,55,"Yes","Medium","Medium","Private","Male",64
"538",538,18,67,"Low","Low",9,68,"Yes","Low","High","Private","Male",61
"539",539,26,65,"Low","Medium",7,53,"Yes","High","Medium","Public","Female",64
"540",540,17,99,"Medium","High",6,59,"Yes","Medium","Medium","Public","Male",68
"541",541,25,76,"Medium","High",8,53,"Yes","High","High","Public","Female",67
"542",542,13,69,"High","Low",4,94,"Yes","Low","Low","Public","Male",62
"543",543,23,67,"Medium","Medium",9,89,"Yes","Low","High","Public","Female",66
"544",544,29,87,"Medium","High",10,93,"Yes","Low","Medium","Public","Male",72
"545",545,5,84,"Medium","Medium",8,93,"Yes","High","High","Public","Male",68
"546",546,15,86,"Medium","High",8,97,"Yes","High","Medium","Public","Male",71
"547",547,23,64,"Medium","Medium",7,59,"Yes","Medium","Medium","Public","Female",65
"548",548,19,96,"Medium","Low",5,95,"No","Medium","Low","Private","Female",68
"549",549,22,76,"Medium","Low",9,76,"Yes","Low","High","Public","Female",65
"550",550,16,73,"High","Low",8,58,"Yes","Medium","Medium","Public","Female",64
"551",551,21,78,"Medium","Low",8,83,"Yes","Medium","Medium","Public","Male",65
"552",552,19,76,"High","High",8,66,"Yes","Low","High","Private","Male",65
"553",553,27,95,"High","Medium",7,52,"Yes","Medium","High","Private","Female",73
"554",554,22,97,"Medium","High",6,54,"Yes","Low","High","Public","Male",72
"555",555,22,72,"Low","Medium",10,71,"Yes","Medium","Medium","Private","Male",64
"556",556,18,95,"Medium","Medium",7,91,"Yes","Low","Medium","Public","Male",69
"557",557,17,91,"Medium","Medium",6,66,"Yes","High","Medium","Private","Male",69
"558",558,17,97,"Medium","High",9,88,"No","Medium","Medium","Public","Male",70
"559",559,22,70,"Low","Medium",7,53,"Yes","Low","Medium","Public","Female",83
"560",560,17,83,"High","Medium",7,70,"Yes","Low","Medium","Private","Female",68
"561",561,22,71,"Low","High",9,56,"Yes","Low","High","Public","Female",84
"562",562,32,93,"Medium","Medium",8,93,"Yes","Medium","High","Public","Female",75
"563",563,25,60,"Low","High",8,98,"Yes","Medium","Medium","Public","Female",67
"564",564,18,83,"Medium","High",5,66,"Yes","High","Medium","Private","Male",69
"565",565,27,74,"High","Medium",8,99,"No","Medium","Medium","Public","Male",71
"566",566,18,73,"Medium","Low",5,88,"Yes","Medium","Medium","Public","Female",66
"567",567,8,86,"Medium","High",6,50,"Yes","Medium","Medium","Public","Male",65
"568",568,14,94,"High","Medium",7,74,"Yes","High","Medium","Private","Male",70
"569",569,9,84,"High","Low",7,92,"Yes","Low","High","Public","Male",66
"570",570,18,94,"High","Medium",8,77,"Yes","Medium","High","Public","Male",74
"571",571,20,71,"High","Medium",8,77,"Yes","High","","Private","Male",66
"572",572,30,81,"Medium","High",8,72,"Yes","Low","Medium","Public","Male",68
"573",573,22,78,"Medium","High",5,70,"Yes","Low","Medium","Public","Male",68
"574",574,19,60,"Medium","High",10,51,"Yes","Medium","Medium","Public","Female",62
"575",575,25,82,"Medium","High",7,81,"Yes","Medium","Medium","Private","Male",71
